timestamp,side,qty,price,notional,fee,cash,equity,pos_weight,target_weight,cur_weight_pre
2024-08-31T00:05:00+00:00,BUY,0.16900897461148937,59138.886095999995,9995.002498750624,4.997501249375312,0.0,9991.0060963121,1.0,1.0,0.0
2024-08-31T10:00:00+00:00,SELL,0.16900897461148937,58881.447996,9951.493149443695,4.975746574721848,9946.517402868973,9946.517402868973,0.0,0.0,1.0
2024-08-31T10:05:00+00:00,BUY,0.16872144448818105,58922.83971199999,9941.546629554197,4.970773314777099,-1.8189894035458565e-12,9937.57160091383,1.0000000000000002,1.0,0.0
2024-08-31T10:10:00+00:00,SELL,0.16872144448818105,58902.4296,9938.103005975392,4.969051502987696,9933.133954472403,9933.133954472403,0.0,0.0,1.0000000000000002
2024-08-31T10:15:00+00:00,BUY,0.1682042170451951,59024.50036,9928.169869537634,4.964084934768818,0.0,9924.200189461852,1.0,1.0,0.0
2024-08-31T10:20:00+00:00,SELL,0.1682042170451951,59006.388,9925.123294204996,4.962561647102498,9920.160732557893,9920.160732557893,0.0,0.0,1.0
2024-08-31T10:25:00+00:00,BUY,0.1679102836776563,59050.600796,9915.203130992397,4.957601565496199,0.0,9911.238635538182,1.0,1.0,0.0
2024-08-31T10:30:00+00:00,SELL,0.1679102836776563,59007.3876,9907.94719099342,4.95397359549671,9902.993217397923,9902.993217397923,0.0,0.0,1.0
2024-08-31T10:35:00+00:00,BUY,0.16761990225266715,59050.530768,9898.044195300274,4.949022097650137,0.0,9894.086560676004,1.0,1.0,0.0
2024-08-31T10:40:00+00:00,SELL,0.16761990225266715,59006.388,9890.644988842952,4.945322494421476,9885.699666348532,9885.699666348532,0.0,0.0,1.0
2024-08-31T10:45:00+00:00,BUY,0.16733263131350898,59048.61,9880.759286705179,4.94037964335259,0.0,9876.808563279867,1.0,1.0,0.0
2024-08-31T10:50:00+00:00,SELL,0.16733263131350898,59084.316816,9886.734202182286,4.943367101091143,9881.790835081194,9881.790835081194,0.0,0.0,1.0
2024-08-31T10:55:00+00:00,BUY,0.16695817832650436,59157.643595999994,9876.852408876755,4.938426204438378,0.0,9872.903247577726,1.0,1.0,0.0
2024-08-31T11:00:00+00:00,SELL,0.16695817832650436,59113.335204,9869.454760463861,4.934727380231931,9864.520033083629,9864.520033083629,0.0,0.0,1.0
2024-08-31T11:05:00+00:00,BUY,0.16670299857534782,59144.6484,9859.590237964647,4.929795118982324,0.0,9855.647978773139,1.0,1.0,0.0
2024-08-31T11:55:00+00:00,SELL,0.16670299857534782,59099.570712,9852.075652206204,4.926037826103102,9847.149614380101,9847.149614380101,0.0,0.0,1.0
2024-08-31T12:00:00+00:00,BUY,0.16640947965954045,59144.638395999995,9842.228500130037,4.921114250065019,0.0,9838.293182856894,1.0,1.0,0.0
2024-08-31T12:05:00+00:00,SELL,0.16640947965954045,59086.356,9832.529756938366,4.916264878469183,9827.613492059896,9827.613492059896,0.0,0.0,1.0
2024-08-31T12:10:00+00:00,BUY,0.16619177558021533,59104.622396,9822.7021409894,4.9113510704947005,0.0,9818.774631136946,1.0,1.0,0.0
